Data;Area provenienza;Area Arrivo;Numero di visitatori
2020-02-28;Via San Giacomo;Porta San Donato;419
2020-02-28;Via San Giacomo;Piazza Verdi;4267
2020-02-28;Piazza Scaravilli;Via Del Guasto;0
2020-02-28;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);0
2020-02-28;Palazzo Poggi;Porta San Donato;438
2020-02-28;Palazzo Poggi;Piazza Puntoni (Via Zamboni);1637
2020-02-28;Palazzo Poggi;Facoltà Di Giurisprudenza;1274
2020-02-28;Via Del Guasto;Facoltà Di Giurisprudenza;987
2020-02-28;Facoltà Di Giurisprudenza;Piazza Verdi;3362
2020-02-28;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;430
2020-02-28;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;0
2020-02-28;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;1581
2020-02-29;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2020-02-29;Piazza Puntoni (Via Zamboni);Piazza Verdi;353
2020-02-29;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-02-29;Piazza Scaravilli;Facoltà Di Giurisprudenza;0
2020-02-29;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-02-29;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);1223
2020-02-29;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);0
2020-02-29;Piazza Verdi;Piazza Scaravilli;0
2020-02-29;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;0
2020-02-29;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;0
2020-08-01;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);0
2020-08-01;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-08-01;Via San Giacomo;Piazza Scaravilli;1324
2020-08-01;Piazza Verdi;Palazzo Poggi;0
2020-08-01;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-08-01;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;255
2020-08-01;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;1158
2020-08-01;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;0
2020-08-02;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-08-02;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2020-08-02;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-08-02;Via San Giacomo;Piazza Verdi;861
2020-08-02;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);0
2020-08-02;Palazzo Poggi;Porta San Donato;0
2020-08-02;Palazzo Poggi;Via Del Guasto;0
2020-08-02;Piazza Verdi;Palazzo Poggi;0
2020-08-02;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-08-02;Facoltà Di Giurisprudenza;Piazza Scaravilli;33
2020-08-02;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2020-08-02;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;0
2020-08-03;Via San Giacomo;Piazza Verdi;856
2020-08-03;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);297
2020-08-03;Piazza Scaravilli;Porta San Donato;235
2020-08-03;Palazzo Poggi;Via Del Guasto;0
2020-08-03;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2020-08-03;Via Del Guasto;Piazza Scaravilli;132
2020-08-03;Piazza Verdi;Via San Giacomo;0
2020-08-03;Facoltà Di Giurisprudenza;Piazza Scaravilli;40
2020-08-03;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);0
2020-08-03;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;898
2020-08-04;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-08-04;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2020-08-04;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-08-04;Via San Giacomo;Piazza Scaravilli;0
2020-08-04;Via San Giacomo;Facoltà Di Giurisprudenza;397
2020-08-04;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);297
2020-08-04;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);0
2020-08-04;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);0
2020-08-04;Palazzo Poggi;Porta San Donato;203
2020-08-04;Piazza Verdi;Via San Giacomo;0
2020-08-04;Facoltà Di Giurisprudenza;Via Del Guasto;117
2020-08-04;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;1044
2020-08-04;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);0
2020-08-05;Porta San Donato;Piazza Verdi;0
2020-08-05;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-08-05;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-08-05;Palazzo Poggi;Via Del Guasto;0
2020-08-05;Via Del Guasto;Piazza Puntoni (Via Zamboni);0
2020-08-05;Via Del Guasto;Via San Giacomo;163
2020-08-05;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);1057
2020-08-05;Facoltà Di Giurisprudenza;Via Del Guasto;174
2020-08-05;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-08-05;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;0
2020-08-06;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2020-08-06;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-08-06;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2020-08-06;Via San Giacomo;Piazza Verdi;856
2020-08-06;Piazza Scaravilli;Via Del Guasto;103
2020-08-06;Palazzo Poggi;Porta San Donato;183
2020-08-06;Via Del Guasto;Facoltà Di Giurisprudenza;0
2020-08-06;Piazza Verdi;Porta San Donato;197
2020-08-06;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-08-06;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-08-06;Facoltà Di Giurisprudenza;Piazza Verdi;545
2020-08-06;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;1189
2020-08-06;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;0
2020-08-06;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;0
2020-09-20;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;343
2020-09-20;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-09-21;Porta San Donato;Facoltà Di Giurisprudenza;262
2020-09-21;Via San Giacomo;Palazzo Poggi;3737
2020-09-21;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-09-21;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);1865
2020-09-21;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);787
2020-09-22;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);293
2020-09-22;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);155
2020-09-22;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;0
2020-09-22;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);2827
2020-09-23;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2020-09-23;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);1744
2020-09-23;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);196
2020-09-23;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-09-24;Porta San Donato;Piazza Verdi;362
2020-09-24;Porta San Donato;Facoltà Di Giurisprudenza;303
2020-09-24;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);699
2020-09-24;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);1663
2020-09-24;Via Del Guasto;Facoltà Di Giurisprudenza;584
2020-09-25;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2020-09-25;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-09-25;Via Del Guasto;Palazzo Poggi;232
2020-09-25;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;0
2020-09-25;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;1009
2020-09-26;Palazzo Poggi;Via San Giacomo;320
2020-09-26;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);81
2020-09-28;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);674
2020-09-28;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-09-28;Palazzo Poggi;Piazza Scaravilli;1612
2020-09-28;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;1841
2020-09-29;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2020-09-29;Piazza Scaravilli;Palazzo Poggi;6077
2020-09-29;Palazzo Poggi;Via Del Guasto;1381
2020-09-29;Via Del Guasto;Piazza Verdi;1679
2020-09-30;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);1324
2020-09-30;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;737
2020-10-01;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);4368
2020-10-01;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;539
2020-10-01;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-10-03;Palazzo Poggi;Facoltà Di Giurisprudenza;98
2020-10-04;Porta San Donato;Via Del Guasto;97
2020-10-04;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);380
2020-10-05;Piazza Puntoni (Via Zamboni);Via Del Guasto;0
2020-10-05;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-10-05;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);51
2020-10-05;Via Del Guasto;Porta San Donato;124
2020-10-06;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);411
2020-10-06;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2020-10-06;Palazzo Poggi;Porta San Donato;761
2020-10-06;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);4083
2020-10-06;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;3010
2020-10-09;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;464
2020-10-09;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;599
2020-10-10;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2020-10-10;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2020-10-10;Facoltà Di Giurisprudenza;Via San Giacomo;933
2020-10-11;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-10-11;Piazza Verdi;Via Del Guasto;1060
2020-10-11;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2020-10-12;Via Del Guasto;Porta San Donato;176
2020-10-12;Facoltà Di Giurisprudenza;Piazza Scaravilli;240
2020-10-13;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-10-13;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-10-13;Via San Giacomo;Porta San Donato;185
2020-10-13;Via San Giacomo;Via Del Guasto;0
2020-10-13;Palazzo Poggi;Via San Giacomo;3196
2020-10-13;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);1912
2020-10-13;Facoltà Di Giurisprudenza;Palazzo Poggi;216
2020-10-13;Facoltà Di Giurisprudenza;Piazza Verdi;1001
2020-10-14;Piazza Scaravilli;Porta San Donato;565
2020-10-14;Piazza Scaravilli;Piazza Verdi;545
2020-10-15;Piazza Verdi;Palazzo Poggi;1724
2020-10-16;Palazzo Poggi;Via Del Guasto;1027
2020-10-16;Piazza Verdi;Facoltà Di Giurisprudenza;3893
2020-10-16;Facoltà Di Giurisprudenza;Palazzo Poggi;162
2020-10-17;Porta San Donato;Piazza Scaravilli;119
2020-10-17;Via San Giacomo;Porta San Donato;274
2020-10-17;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);4521
2020-10-17;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-10-17;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;503
2020-10-17;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;0
2020-10-17;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;119
2020-10-31;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-11-01;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-11-01;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);44
2020-11-01;Via Del Guasto;Via San Giacomo;171
2020-11-02;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2020-11-02;Piazza Verdi;Facoltà Di Giurisprudenza;2335
2020-11-03;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);1607
2020-11-04;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2020-11-04;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-11-04;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-11-04;Piazza Scaravilli;Via Del Guasto;185
2020-11-05;Via San Giacomo;Piazza Scaravilli;4035
2020-11-05;Piazza Scaravilli;Porta San Donato;390
2020-11-05;Piazza Scaravilli;Via Del Guasto;181
2020-11-05;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-11-05;Facoltà Di Giurisprudenza;Via San Giacomo;444
2020-11-05;Facoltà Di Giurisprudenza;Piazza Verdi;607
2020-11-06;Piazza Verdi;Porta San Donato;207
2020-11-07;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;206
2020-11-08;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2020-11-08;Piazza Verdi;Palazzo Poggi;0
2020-11-08;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);154
2020-11-08;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;309
2020-11-08;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;905
2020-11-09;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-11-09;Via San Giacomo;Piazza Scaravilli;3961
2020-11-09;Via San Giacomo;Piazza Verdi;678
2020-11-09;Piazza Scaravilli;Palazzo Poggi;3296
2020-11-10;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);76
2020-11-10;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);493
2020-11-11;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);182
2020-11-11;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-11-11;Via San Giacomo;Via Del Guasto;429
2020-11-11;Piazza Scaravilli;Piazza Verdi;267
2020-11-11;Piazza Scaravilli;Facoltà Di Giurisprudenza;98
2020-11-11;Palazzo Poggi;Piazza Verdi;1045
2020-11-11;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-11-11;Piazza Verdi;Via Del Guasto;867
2020-11-11;Facoltà Di Giurisprudenza;Piazza Scaravilli;57
2020-11-11;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;237
2020-11-12;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2020-11-12;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-11-12;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);1566
2020-11-12;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;59
2020-11-13;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2020-11-13;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-11-13;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);324
2020-11-13;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);1871
2020-11-13;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;1356
2020-11-13;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;45
2020-11-14;Porta San Donato;Facoltà Di Giurisprudenza;190
2020-11-14;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);37
2020-11-14;Via Del Guasto;Piazza Scaravilli;255
2020-11-14;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);486
2020-11-15;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-11-16;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2020-11-16;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);264
2020-11-16;Palazzo Poggi;Porta San Donato;285
2020-11-16;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;178
2020-11-16;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;366
2020-11-16;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-11-17;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-11-17;Piazza Verdi;Palazzo Poggi;302
2020-11-17;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);1636
2020-11-17;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-11-20;Facoltà Di Giurisprudenza;Via Del Guasto;150
2020-11-20;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-11-20;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;27
2020-11-21;Porta San Donato;Piazza Verdi;194
2020-11-21;Piazza Verdi;Via San Giacomo;948
2020-11-21;Piazza Verdi;Facoltà Di Giurisprudenza;1776
2020-11-21;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);1326
2020-11-21;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;247
2020-11-22;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);13
2020-11-22;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;584
2020-11-23;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2020-11-23;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);817
2020-11-23;Via Del Guasto;Porta San Donato;87
2020-11-23;Piazza Verdi;Palazzo Poggi;285
2020-11-23;Facoltà Di Giurisprudenza;Porta San Donato;60
2020-11-23;Facoltà Di Giurisprudenza;Via Del Guasto;202
2020-11-23;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);3532
2020-11-23;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;290
2020-11-23;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;312
2020-11-23;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;69
2020-11-24;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2020-11-24;Via Del Guasto;Piazza Rossini (Palazzo Malvezzi);306
2020-11-24;Piazza Verdi;Piazza Scaravilli;110
2020-11-24;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);232
2020-11-24;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);3900
2020-11-24;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);449
2020-11-25;Porta San Donato;Via San Giacomo;651
2020-11-25;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2020-11-25;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2020-11-25;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2020-11-25;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-11-25;Palazzo Poggi;Piazza Verdi;1106
2020-11-25;Via Del Guasto;Palazzo Poggi;152
2020-11-25;Piazza Verdi;Piazza Scaravilli;112
2020-11-25;Piazza Verdi;Via Del Guasto;878
2020-11-25;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2020-11-25;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;1158
2020-11-25;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;349
2020-11-25;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);487
2020-11-26;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2020-11-26;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);132
2021-03-12;Facoltà Di Giurisprudenza;Via San Giacomo;118
2021-03-12;Facoltà Di Giurisprudenza;Via Del Guasto;96
2021-03-12;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;351
2021-03-12;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;790
2021-03-12;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;233
2021-03-12;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);361
2021-03-13;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);213
2021-03-13;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2021-03-13;Piazza Scaravilli;Via Del Guasto;105
2021-03-13;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);4
2021-03-13;Via Del Guasto;Piazza Verdi;831
2021-03-13;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2021-03-13;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;93
2021-03-13;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;2
2021-03-13;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;6
2021-03-13;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;44
2021-03-14;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2021-03-14;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2021-03-14;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2021-03-14;Piazza Scaravilli;Via San Giacomo;88
2021-03-14;Via Del Guasto;Porta San Donato;15
2021-03-14;Via Del Guasto;Piazza Scaravilli;46
2021-03-14;Piazza Verdi;Via San Giacomo;249
2021-03-14;Piazza Verdi;Via Del Guasto;304
2021-03-14;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2021-03-14;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;331
2021-03-15;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);61
2021-03-15;Piazza Scaravilli;Palazzo Poggi;1224
2021-03-15;Via Del Guasto;Porta San Donato;67
2021-03-15;Via Del Guasto;Piazza Puntoni (Via Zamboni);0
2021-03-15;Via Del Guasto;Via San Giacomo;228
2021-03-15;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;141
2021-03-15;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;821
2021-03-16;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);179
2021-03-16;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);187
2021-03-16;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2021-03-16;Piazza Puntoni (Via Zamboni);Via Del Guasto;0
2021-03-16;Via San Giacomo;Piazza Verdi;399
2021-03-16;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);58
2021-03-16;Piazza Scaravilli;Piazza Verdi;153
2021-03-16;Piazza Verdi;Piazza Scaravilli;87
2021-03-16;Facoltà Di Giurisprudenza;Porta San Donato;56
2021-03-16;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);1930
2021-03-16;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;206
2021-03-16;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2021-03-17;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);69
2021-03-17;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2021-03-17;Piazza Scaravilli;Palazzo Poggi;1239
2021-03-17;Palazzo Poggi;Via Del Guasto;357
2021-03-17;Palazzo Poggi;Facoltà Di Giurisprudenza;220
2021-03-17;Via Del Guasto;Piazza Scaravilli;113
2021-03-17;Piazza Verdi;Piazza Scaravilli;71
2021-03-17;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2021-03-17;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;147
2021-03-17;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2021-03-17;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;16
2021-03-18;Porta San Donato;Via Del Guasto;32
2021-03-18;Porta San Donato;Facoltà Di Giurisprudenza;97
2021-03-18;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2021-03-18;Via San Giacomo;Facoltà Di Giurisprudenza;148
2021-03-18;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);225
2021-03-18;Palazzo Poggi;Porta San Donato;237
2021-03-18;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2021-03-18;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2021-03-19;Palazzo Poggi;Piazza Verdi;591
2021-03-19;Piazza Verdi;Palazzo Poggi;200
2021-03-20;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2021-03-20;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);161
2021-03-20;Via Del Guasto;Piazza Verdi;737
2021-03-20;Via Del Guasto;Facoltà Di Giurisprudenza;159
2021-03-20;Facoltà Di Giurisprudenza;Piazza Scaravilli;26
2021-03-20;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;285
2021-03-21;Porta San Donato;Piazza Verdi;100
2021-03-21;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2021-03-21;Via San Giacomo;Palazzo Poggi;0
2021-03-21;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);146
2021-03-21;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2021-03-22;Porta San Donato;Via Del Guasto;52
2021-03-22;Piazza Scaravilli;Facoltà Di Giurisprudenza;90
2021-03-22;Palazzo Poggi;Via Del Guasto;386
2021-03-22;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;378
2021-03-23;Porta San Donato;Palazzo Poggi;225
2021-03-23;Porta San Donato;Via Del Guasto;64
2021-03-23;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);20
2021-03-23;Via Del Guasto;Piazza Verdi;1026
2021-03-23;Facoltà Di Giurisprudenza;Palazzo Poggi;101
2021-03-24;Porta San Donato;Facoltà Di Giurisprudenza;143
2021-03-24;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);22
2021-03-24;Via Del Guasto;Facoltà Di Giurisprudenza;279
2021-03-24;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2021-03-24;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;165
