Data;Area provenienza;Area Arrivo;Numero di visitatori
2021-03-14;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);0
2021-03-14;Via Del Guasto;Via San Giacomo;79
2021-03-14;Via Del Guasto;Facoltà Di Giurisprudenza;71
2021-03-14;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2021-03-14;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;130
2021-03-15;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2021-03-15;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2021-03-15;Palazzo Poggi;Via San Giacomo;871
2021-03-15;Palazzo Poggi;Via Del Guasto;292
2021-03-15;Palazzo Poggi;Facoltà Di Giurisprudenza;220
2021-03-15;Piazza Verdi;Palazzo Poggi;208
2021-03-15;Piazza Verdi;Facoltà Di Giurisprudenza;1136
2021-03-15;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);157
2021-03-15;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2021-03-15;Facoltà Di Giurisprudenza;Via San Giacomo;194
2021-03-15;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;809
2021-03-15;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;198
2021-03-15;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2021-03-15;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;50
2021-03-16;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2021-03-16;Porta San Donato;Via San Giacomo;262
2021-03-16;Porta San Donato;Piazza Verdi;147
2021-03-16;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2021-03-16;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2021-03-16;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2021-03-16;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2021-03-16;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2021-03-16;Palazzo Poggi;Via San Giacomo;651
2021-03-16;Facoltà Di Giurisprudenza;Palazzo Poggi;71
2021-03-16;Piazza Rossini (Palazzo Malvezzi);Via Del Guasto;395
2021-03-16;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;860
2021-03-16;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;16
2021-03-16;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;30
2021-03-17;Piazza Puntoni (Via Zamboni);Via Del Guasto;0
2021-03-17;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2021-03-17;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);212
2021-03-17;Piazza Scaravilli;Porta San Donato;192
2021-03-17;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);14
2021-03-17;Via Del Guasto;Piazza Verdi;1005
2021-03-17;Piazza Verdi;Palazzo Poggi;174
2021-03-17;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);1432
2021-03-17;Facoltà Di Giurisprudenza;Piazza Verdi;351
2021-03-17;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);956
2021-03-17;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;831
2021-03-17;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;52
2021-03-18;Porta San Donato;Piazza Scaravilli;42
2021-03-18;Porta San Donato;Piazza Verdi;136
2021-03-18;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2021-03-18;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2021-03-18;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2021-03-18;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2021-03-18;Via San Giacomo;Piazza Scaravilli;1801
2021-03-18;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);152
2021-03-18;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);20
2021-03-19;Porta San Donato;Via San Giacomo;318
2021-03-19;Porta San Donato;Palazzo Poggi;216
2021-03-19;Porta San Donato;Piazza Verdi;162
2021-03-19;Porta San Donato;Facoltà Di Giurisprudenza;136
2021-03-19;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2021-03-19;Via San Giacomo;Via Del Guasto;230
2021-03-19;Piazza Scaravilli;Via San Giacomo;350
2021-03-19;Via Del Guasto;Piazza Verdi;1039
2021-03-19;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2021-03-20;Via San Giacomo;Palazzo Poggi;397
2021-03-20;Piazza Scaravilli;Porta San Donato;187
2021-03-20;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;53
2021-03-21;Porta San Donato;Piazza Scaravilli;25
2021-03-21;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2021-03-21;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2021-03-21;Via Del Guasto;Porta San Donato;52
2021-03-21;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2021-03-21;Facoltà Di Giurisprudenza;Porta San Donato;58
2021-03-21;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;15
2021-03-22;Porta San Donato;Piazza Scaravilli;44
2021-03-22;Porta San Donato;Palazzo Poggi;165
2021-03-22;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2021-03-22;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2021-03-22;Piazza Scaravilli;Palazzo Poggi;1340
2021-03-22;Palazzo Poggi;Piazza Verdi;549
2021-03-22;Palazzo Poggi;Facoltà Di Giurisprudenza;211
2021-03-22;Via Del Guasto;Via San Giacomo;193
2021-03-22;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);60
2021-03-22;Piazza Verdi;Via Del Guasto;615
2021-03-22;Piazza Verdi;Facoltà Di Giurisprudenza;1288
2021-03-22;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);1391
2021-03-22;Facoltà Di Giurisprudenza;Porta San Donato;56
2021-03-22;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;275
2021-03-22;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;181
2021-03-23;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);141
2021-03-23;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2021-03-23;Piazza Scaravilli;Piazza Verdi;185
2021-03-23;Via Del Guasto;Porta San Donato;95
2021-03-23;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);384
2021-03-24;Porta San Donato;Palazzo Poggi;224
2021-03-24;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);159
2021-03-24;Via San Giacomo;Porta San Donato;69
2021-03-24;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2021-03-24;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);194
2021-03-24;Piazza Scaravilli;Porta San Donato;230
2021-03-24;Piazza Scaravilli;Palazzo Poggi;1257
2021-03-24;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);200
2021-03-24;Palazzo Poggi;Piazza Scaravilli;471
2021-03-24;Via Del Guasto;Porta San Donato;100
2021-03-24;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2021-03-24;Piazza Verdi;Via San Giacomo;609
2021-03-24;Facoltà Di Giurisprudenza;Palazzo Poggi;124
2021-03-24;Facoltà Di Giurisprudenza;Via Del Guasto;147
2021-03-24;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;192
2021-03-24;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2021-03-25;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2021-03-25;Piazza Scaravilli;Facoltà Di Giurisprudenza;83
2021-03-25;Piazza Verdi;Piazza Rossini (Palazzo Malvezzi);1263
2021-03-25;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);2546
2021-03-25;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2021-03-25;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;54
2021-03-26;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2021-03-26;Piazza Scaravilli;Facoltà Di Giurisprudenza;82
2021-03-26;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);25
2021-03-26;Palazzo Poggi;Via Del Guasto;357
2021-03-26;Palazzo Poggi;Piazza Verdi;562
2021-03-26;Via Del Guasto;Piazza Puntoni (Via Zamboni);0
2021-03-26;Facoltà Di Giurisprudenza;Porta San Donato;57
2021-03-26;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2021-03-26;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);2705
2021-03-26;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;165
2021-03-26;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;955
2021-03-26;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);999
2021-03-26;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);310
2021-03-27;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2021-03-27;Palazzo Poggi;Via Del Guasto;0
2021-03-27;Piazza Verdi;Facoltà Di Giurisprudenza;0
2021-03-27;Facoltà Di Giurisprudenza;Porta San Donato;0
2021-03-27;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2021-03-28;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2021-03-28;Porta San Donato;Palazzo Poggi;0
2021-03-28;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2021-03-28;Via San Giacomo;Piazza Verdi;401
2021-03-28;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2021-03-28;Palazzo Poggi;Via San Giacomo;0
2021-03-28;Palazzo Poggi;Facoltà Di Giurisprudenza;0
2021-03-28;Via Del Guasto;Piazza Verdi;608
2021-03-28;Piazza Verdi;Via San Giacomo;434
2021-03-28;Piazza Verdi;Palazzo Poggi;0
2021-03-28;Facoltà Di Giurisprudenza;Via San Giacomo;117
2021-03-28;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2021-03-28;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2021-03-28;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;639
2021-03-29;Porta San Donato;Facoltà Di Giurisprudenza;123
2021-03-29;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);260
2021-03-29;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2021-03-29;Via San Giacomo;Piazza Scaravilli;1784
2021-03-29;Piazza Scaravilli;Via Del Guasto;86
2021-03-29;Piazza Verdi;Via San Giacomo;686
2021-03-29;Piazza Verdi;Via Del Guasto;651
2021-03-29;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;740
2021-03-29;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;158
2021-03-30;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2021-03-30;Via San Giacomo;Palazzo Poggi;920
2021-03-30;Piazza Scaravilli;Facoltà Di Giurisprudenza;123
2021-03-30;Palazzo Poggi;Porta San Donato;177
2021-03-30;Palazzo Poggi;Via Del Guasto;203
2021-03-30;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);40
2021-03-31;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2021-03-31;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2021-03-31;Via Del Guasto;Palazzo Poggi;51
2021-03-31;Piazza Verdi;Via Del Guasto;667
2021-02-18;Via Del Guasto;Via San Giacomo;455
2021-02-18;Piazza Verdi;Via Del Guasto;1054
2021-02-18;Facoltà Di Giurisprudenza;Piazza Scaravilli;53
2021-02-19;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2021-02-19;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;2035
2021-02-20;Facoltà Di Giurisprudenza;Via Del Guasto;206
2021-02-21;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;0
2021-02-22;Via San Giacomo;Piazza Verdi;522
2021-02-22;Palazzo Poggi;Piazza Scaravilli;1127
2021-02-22;Via Del Guasto;Piazza Scaravilli;249
2021-02-22;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;491
2021-02-22;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;81
2021-02-23;Via Del Guasto;Piazza Scaravilli;50
2021-02-23;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;69
2021-02-24;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2021-03-08;Facoltà Di Giurisprudenza;Palazzo Poggi;81
2021-03-09;Piazza Puntoni (Via Zamboni);Palazzo Poggi;0
2021-03-09;2 Torri (Inizio Portico Via Zamboni);Piazza Scaravilli;22
2021-03-09;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;247
2021-03-10;Porta San Donato;Piazza Verdi;94
2021-03-10;Piazza Puntoni (Via Zamboni);Porta San Donato;0
2021-03-10;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2021-03-10;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;76
2021-03-11;Piazza Scaravilli;Porta San Donato;190
2021-03-11;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2021-03-11;Piazza Scaravilli;Piazza Verdi;129
2021-03-11;Via Del Guasto;Facoltà Di Giurisprudenza;180
2021-03-12;Palazzo Poggi;Facoltà Di Giurisprudenza;172
2021-02-24;Porta San Donato;Palazzo Poggi;375
2021-02-24;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2021-02-24;Piazza Scaravilli;Via San Giacomo;1311
2021-02-24;Palazzo Poggi;Piazza Scaravilli;1228
2021-02-25;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2021-02-25;Porta San Donato;Via San Giacomo;723
2021-02-25;Porta San Donato;Facoltà Di Giurisprudenza;174
2021-02-25;Piazza Puntoni (Via Zamboni);Facoltà Di Giurisprudenza;0
2021-02-25;Via San Giacomo;Piazza Rossini (Palazzo Malvezzi);264
2021-02-25;Piazza Verdi;Porta San Donato;252
2021-02-25;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2021-02-26;Porta San Donato;Via Del Guasto;107
2021-02-26;Piazza Scaravilli;Facoltà Di Giurisprudenza;137
2021-02-27;Porta San Donato;Via San Giacomo;314
2021-02-27;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;94
2021-02-28;Porta San Donato;Piazza Puntoni (Via Zamboni);0
2021-02-28;Via San Giacomo;Piazza Verdi;327
2021-02-28;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);0
2021-02-28;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2021-02-28;Facoltà Di Giurisprudenza;Piazza Verdi;251
2021-02-28;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;68
2021-02-28;Piazza Rossini (Palazzo Malvezzi);2 Torri (Inizio Portico Via Zamboni);636
2021-02-28;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;0
2021-02-28;2 Torri (Inizio Portico Via Zamboni);Facoltà Di Giurisprudenza;630
2021-03-01;Porta San Donato;Via Del Guasto;33
2021-03-01;Via San Giacomo;Piazza Verdi;385
2021-03-01;Via San Giacomo;Facoltà Di Giurisprudenza;144
2021-03-01;Piazza Scaravilli;Via Del Guasto;82
2021-03-01;Palazzo Poggi;Via San Giacomo;1126
2021-03-01;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2021-03-01;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;103
2021-03-02;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2021-03-02;Via San Giacomo;Via Del Guasto;283
2021-03-07;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2021-03-07;Piazza Scaravilli;Porta San Donato;133
2021-03-07;Piazza Scaravilli;Piazza Verdi;111
2021-03-07;Piazza Verdi;Porta San Donato;82
2021-03-08;Piazza Puntoni (Via Zamboni);Via San Giacomo;0
2021-03-08;Via San Giacomo;Palazzo Poggi;1379
2021-03-08;Palazzo Poggi;Porta San Donato;195
2021-03-08;Palazzo Poggi;Piazza Verdi;533
2021-03-08;Palazzo Poggi;Facoltà Di Giurisprudenza;226
2021-03-09;Piazza Scaravilli;Piazza Verdi;123
2021-03-12;Piazza Scaravilli;Porta San Donato;206
2021-03-12;Palazzo Poggi;Via San Giacomo;720
2020-10-30;Facoltà Di Giurisprudenza;Palazzo Poggi;117
2020-10-30;2 Torri (Inizio Portico Via Zamboni);Via San Giacomo;339
2020-10-31;Porta San Donato;Palazzo Poggi;42
2020-10-31;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2020-10-31;Piazza Verdi;Via San Giacomo;1588
2020-10-31;Piazza Verdi;Facoltà Di Giurisprudenza;2665
2020-11-01;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;212
2020-11-15;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);0
2020-11-16;Porta San Donato;Via Del Guasto;60
2020-11-16;Via Del Guasto;Porta San Donato;79
2020-11-16;Piazza Verdi;Palazzo Poggi;187
2020-11-16;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;261
2020-11-16;2 Torri (Inizio Portico Via Zamboni);Via Del Guasto;55
2020-11-17;Palazzo Poggi;Piazza Scaravilli;918
2020-11-18;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-11-18;Piazza Scaravilli;Facoltà Di Giurisprudenza;120
2020-11-18;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);42
2020-11-18;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);85
2020-11-18;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;331
2020-11-19;Piazza Scaravilli;Piazza Rossini (Palazzo Malvezzi);189
2020-11-19;Piazza Verdi;Palazzo Poggi;264
2020-11-19;Facoltà Di Giurisprudenza;Via Del Guasto;148
2020-11-19;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;64
2020-11-20;Via San Giacomo;Via Del Guasto;290
2020-11-20;Piazza Scaravilli;Porta San Donato;337
2020-11-20;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);19
2020-11-20;Palazzo Poggi;Piazza Verdi;835
2020-11-21;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2020-11-21;Via San Giacomo;Piazza Verdi;821
2020-11-22;Via San Giacomo;Via Del Guasto;331
2020-11-22;Piazza Scaravilli;Piazza Verdi;251
2019-12-15;Facoltà Di Giurisprudenza;Porta San Donato;243
2019-12-16;Piazza Puntoni (Via Zamboni);Via San Giacomo;5468
2019-12-16;Piazza Scaravilli;Via San Giacomo;0
2019-12-16;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);152
2019-12-16;Facoltà Di Giurisprudenza;Palazzo Poggi;424
2019-12-17;Palazzo Poggi;Piazza Rossini (Palazzo Malvezzi);4248
2019-12-17;Piazza Verdi;Facoltà Di Giurisprudenza;11756
2019-12-17;Facoltà Di Giurisprudenza;2 Torri (Inizio Portico Via Zamboni);0
2019-12-17;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;11344
2019-12-18;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2019-12-18;Palazzo Poggi;Piazza Scaravilli;0
2019-12-23;2 Torri (Inizio Portico Via Zamboni);Piazza Verdi;0
2019-12-23;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
2019-12-24;Porta San Donato;Via San Giacomo;351
2019-12-24;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);265
2019-12-24;Via San Giacomo;Piazza Scaravilli;517
2019-12-24;Palazzo Poggi;Piazza Scaravilli;245
2019-12-24;Facoltà Di Giurisprudenza;Piazza Puntoni (Via Zamboni);117
2019-12-24;Piazza Rossini (Palazzo Malvezzi);Facoltà Di Giurisprudenza;11640
2019-12-25;Porta San Donato;Via San Giacomo;341
2019-12-25;Palazzo Poggi;Via Del Guasto;0
2021-03-30;Piazza Rossini (Palazzo Malvezzi);Piazza Puntoni (Via Zamboni);0
2021-03-30;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;177
2021-03-30;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2021-03-31;Porta San Donato;Via San Giacomo;329
2021-03-31;Porta San Donato;Via Del Guasto;43
2021-03-31;Via San Giacomo;Piazza Scaravilli;1616
2021-03-31;Facoltà Di Giurisprudenza;Via San Giacomo;179
2020-11-26;Via San Giacomo;Porta San Donato;52
2020-11-26;Via San Giacomo;2 Torri (Inizio Portico Via Zamboni);86
2020-11-26;Piazza Scaravilli;Porta San Donato;188
2020-11-26;Palazzo Poggi;Via Del Guasto;685
2020-11-26;Facoltà Di Giurisprudenza;Piazza Scaravilli;72
2020-11-26;Facoltà Di Giurisprudenza;Palazzo Poggi;122
2020-11-26;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;1148
2020-11-27;Porta San Donato;Via San Giacomo;173
2020-11-27;Porta San Donato;Via Del Guasto;23
2020-11-27;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2020-11-27;Palazzo Poggi;Piazza Verdi;1037
2020-11-27;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);85
2020-11-27;Via Del Guasto;Porta San Donato;96
2020-11-27;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;348
2020-11-27;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;83
2020-11-28;Palazzo Poggi;Facoltà Di Giurisprudenza;145
2020-11-28;Via Del Guasto;Porta San Donato;97
2020-11-28;Via Del Guasto;Palazzo Poggi;27
2020-11-28;Piazza Verdi;Porta San Donato;225
2020-11-28;Piazza Verdi;Piazza Puntoni (Via Zamboni);0
2020-11-28;Facoltà Di Giurisprudenza;Piazza Rossini (Palazzo Malvezzi);3244
2020-11-28;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;893
2020-11-28;2 Torri (Inizio Portico Via Zamboni);Piazza Rossini (Palazzo Malvezzi);252
2020-11-29;Porta San Donato;Facoltà Di Giurisprudenza;96
2020-11-29;Piazza Puntoni (Via Zamboni);2 Torri (Inizio Portico Via Zamboni);0
2020-11-29;Via Del Guasto;Facoltà Di Giurisprudenza;98
2020-11-29;Piazza Verdi;Via San Giacomo;492
2020-11-29;Facoltà Di Giurisprudenza;Piazza Scaravilli;27
2020-11-29;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;0
2020-11-30;Porta San Donato;Via Del Guasto;70
2020-11-30;Piazza Puntoni (Via Zamboni);Via Del Guasto;0
2020-11-30;Via San Giacomo;Piazza Verdi;741
2020-11-30;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-11-30;Piazza Scaravilli;Facoltà Di Giurisprudenza;142
2020-11-30;Via Del Guasto;2 Torri (Inizio Portico Via Zamboni);62
2020-11-30;Piazza Rossini (Palazzo Malvezzi);Via San Giacomo;1053
2020-11-30;Piazza Rossini (Palazzo Malvezzi);Palazzo Poggi;365
2020-12-01;Via Del Guasto;Via San Giacomo;381
2020-12-01;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;270
2020-12-01;Piazza Rossini (Palazzo Malvezzi);Piazza Verdi;1236
2020-12-01;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;208
2020-12-01;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-12-02;Porta San Donato;Via San Giacomo;429
2020-12-02;Porta San Donato;Piazza Verdi;149
2020-12-02;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);136
2020-12-02;Piazza Puntoni (Via Zamboni);Via Del Guasto;0
2020-12-02;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-12-02;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);6
2020-12-02;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-12-02;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);127
2020-12-03;Piazza Scaravilli;Via Del Guasto;132
2020-12-03;Via Del Guasto;Porta San Donato;102
2020-12-03;Via Del Guasto;Piazza Verdi;1338
2020-12-03;Piazza Rossini (Palazzo Malvezzi);Piazza Scaravilli;222
2020-12-03;2 Torri (Inizio Portico Via Zamboni);Palazzo Poggi;73
2020-12-04;Piazza Puntoni (Via Zamboni);Piazza Scaravilli;0
2020-12-04;Piazza Puntoni (Via Zamboni);Piazza Verdi;0
2020-12-04;Via San Giacomo;Piazza Puntoni (Via Zamboni);0
2020-12-04;Via San Giacomo;Piazza Scaravilli;3144
2020-12-04;Via San Giacomo;Facoltà Di Giurisprudenza;422
2020-12-04;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-12-04;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);38
2020-12-04;Palazzo Poggi;Piazza Puntoni (Via Zamboni);0
2020-12-04;Palazzo Poggi;2 Torri (Inizio Portico Via Zamboni);97
2020-12-04;Via Del Guasto;Via San Giacomo;288
2020-12-04;Piazza Verdi;Via Del Guasto;858
2020-12-04;Facoltà Di Giurisprudenza;Piazza Scaravilli;84
2020-12-04;Piazza Rossini (Palazzo Malvezzi);Porta San Donato;275
2020-12-05;Porta San Donato;Via San Giacomo;421
2020-12-05;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);234
2020-12-05;Via San Giacomo;Porta San Donato;122
2020-12-05;Via San Giacomo;Piazza Scaravilli;1404
2020-12-05;Via San Giacomo;Piazza Verdi;677
2020-12-05;Piazza Scaravilli;Piazza Puntoni (Via Zamboni);0
2020-12-05;Piazza Scaravilli;2 Torri (Inizio Portico Via Zamboni);33
2020-12-05;Via Del Guasto;Porta San Donato;18
2020-12-05;Piazza Verdi;Palazzo Poggi;55
2020-12-05;Piazza Verdi;Via Del Guasto;114
2020-12-05;Piazza Verdi;2 Torri (Inizio Portico Via Zamboni);179
2020-12-05;2 Torri (Inizio Portico Via Zamboni);Porta San Donato;345
2020-12-05;2 Torri (Inizio Portico Via Zamboni);Piazza Puntoni (Via Zamboni);0
2020-12-06;Porta San Donato;Via San Giacomo;480
2020-12-06;Porta San Donato;Via Del Guasto;0
2020-12-06;Porta San Donato;Piazza Rossini (Palazzo Malvezzi);172
2020-12-06;Porta San Donato;2 Torri (Inizio Portico Via Zamboni);212
2020-12-06;Piazza Puntoni (Via Zamboni);Piazza Rossini (Palazzo Malvezzi);0
