CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
5795;51000;VIA FRANCESCO RONCATI;13;Porto - Saragozza;VIA GIROLAMO GIACOBBI;PIAZZA ALESSANDRO VOLTA;4654;13568;1997-02-21;121.0;36;;46;;19;;23;;44.49283404757026, 11.323810983539834;"{""coordinates"": [[11.324530346576681, 44.49298726914323], [11.323230734494995, 44.49271330929808], [11.323178042209893, 44.49269636747536], [11.323134694316797, 44.49266706396283], [11.323111687714515, 44.49263975917356]], ""type"": ""LineString""}";759592
6717;22400;VIA FERRARESE;12;Navile;VIA FERRARESE;VIA FERRARESE;14346;14347;1997-06-11;67.0;;;;;7;;53;C;44.51017675279236, 11.348099338069161;"{""coordinates"": [[11.347716444027084, 44.510304967910336], [11.34808911608861, 44.51016273243593], [11.348491371546968, 44.510079862195305]], ""type"": ""LineString""}";759540
4482;8950;VIA PAGANINO BONAFEDE;16;Savena;VIA EMILIA LEVANTE;VIALE ABRAHAM LINCOLN;6885;6886;1991-10-21;342.0;2;;32;C;5;;41;A;44.48134137312325, 11.384716381487742;"{""coordinates"": [[11.383999544252994, 44.4798921547568], [11.385059773633646, 44.48203861621999], [11.385437821654886, 44.48278829416128]], ""type"": ""LineString""}";760082
6929;8100;VIA DELLA BEVERARA;12;Navile;VIA DELLA BEVERARA;VIA MARCO POLO;14501;14500;1997-06-16;58.0;92;2;112;;;;;;44.51823598861554, 11.33052561450243;"{""coordinates"": [[11.330853377520164, 44.518124180815285], [11.330781745705838, 44.51815166080185], [11.330196762896495, 44.518344743903036]], ""type"": ""LineString""}";759281
6933;8100;VIA DELLA BEVERARA;12;Navile;VIA DELLA BEVERARA;VIA DEL NAVILE;10639;15221;1997-06-17;51.0;126;;132;6;87;;95;4;44.51856828595871, 11.33102918657022;"{""coordinates"": [[11.331134351180784, 44.51878849447025], [11.331047395304202, 44.51859177286349], [11.331004113220443, 44.51851361426645], [11.330913454907996, 44.5183533834852]], ""type"": ""LineString""}";759281
6682;2900;VIA DELL'ARCOVEGGIO;12;Navile;VIA DELL'ARCOVEGGIO;VIA DELL'ARCOVEGGIO;14318;14319;1997-06-11;70.0;46;3;48;4;;;;;44.521127174669125, 11.343379928933052;"{""coordinates"": [[11.343809279784471, 44.52106492719421], [11.34356020323825, 44.521102513236066], [11.34295028291452, 44.52118738683865]], ""type"": ""LineString""}";759342
8218;49350;VIA DI RAVONE;13;Porto - Saragozza;VIA DI RAVONE;VIA DI RAVONE;15914;16241;1998-06-08;155.0;16;;16;;5;;9;;44.481655207351, 11.314343518518424;"{""coordinates"": [[11.314507812184422, 44.482345245806684], [11.314491797784207, 44.4822449483917], [11.314470967044842, 44.48212461879949], [11.314440004887688, 44.48195129822004], [11.31438844336257, 44.48171371154393], [11.314356314709075, 44.481612300381244], [11.314299849665437, 44.481453873943714], [11.31422229662376, 44.48127000149363], [11.31411456966241, 44.480983237701814]], ""type"": ""LineString""}";759424
8227;5680;VIA FELICE BATTAGLIA;13;Porto - Saragozza;VIA SARAGOZZA;VIA FELICE BATTAGLIA;15985;16248;1998-06-11;409.0;2;;12;3;5;;11;;44.48718075408542, 11.316766013612314;"{""coordinates"": [[11.317824629230401, 44.48883255273251], [11.317804512385415, 44.488798409225915], [11.317752685900741, 44.48870923748805], [11.317503750441423, 44.488314999358415], [11.317395391581181, 44.48815210052773], [11.31690416117923, 44.48746331708915], [11.316689899981004, 44.48713172462487], [11.316153640823753, 44.486320984184346], [11.316115986087889, 44.48625071766899], [11.31608463994784, 44.48613618340502], [11.31596794258569, 44.485695100974105], [11.31590698333972, 44.48544020472795]], ""type"": ""LineString""}";759531
6835;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA TRILUSSA;8697;14438;1997-06-13;23.0;;;;;;;;;44.51024020649594, 11.28274755308617;"{""coordinates"": [[11.282686732666596, 44.51014716579082], [11.282808373505743, 44.51033324720107]], ""type"": ""LineString""}";759203
6836;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA FRANCESCO DE SANCTIS;VIA DEL FAGGIOLO;14438;8683;1997-06-13;78.0;136;;144;B;45;;45;4;44.51065192843767, 11.283012103344628;"{""coordinates"": [[11.282808373505743, 44.51033324720107], [11.283215833183512, 44.51097060967428]], ""type"": ""LineString""}";759203
6838;52400;VIA AURELIO SAFFI;13;Porto - Saragozza;VIA PODGORA;VIA AURELIO SAFFI;8823;14440;1997-06-13;126.0;34;;56;;89;;89;;44.501735346796366, 11.320126576606386;"{""coordinates"": [[11.320838331027446, 44.50148525182626], [11.31941482218533, 44.501985441766465]], ""type"": ""LineString""}";758894
7240;46750;VIA PODGORA;13;Porto - Saragozza;VIA PODGORA;VIA PASUBIO;4702;14725;1997-06-23;54.0;24;2;26;;37;;37;;44.49845932945108, 11.318808377515966;"{""coordinates"": [[11.318660422097697, 44.49824074078883], [11.318956332934235, 44.49867791811333]], ""type"": ""LineString""}";760169
7241;46750;VIA PODGORA;13;Porto - Saragozza;VIA ASIAGO;VIA PODGORA;14725;4682;1997-06-23;51.0;20;;24;;;;;;44.498886048887, 11.319090379025102;"{""coordinates"": [[11.318956332934235, 44.49867791811333], [11.31922442511597, 44.499094179660666]], ""type"": ""LineString""}";760169
6936;8100;VIA DELLA BEVERARA;12;Navile;VIA DEL NAVILE;VIA DELLA BEVERARA;10639;14509;1997-06-17;81.0;134;;134;B;;;;;44.51891065846964, 11.330662500389105;"{""coordinates"": [[11.331134351180784, 44.51878849447025], [11.331075274067555, 44.518780590292245], [11.33019271415188, 44.51905698258647]], ""type"": ""LineString""}";759281
6938;8100;VIA DELLA BEVERARA;12;Navile;VIA DELLA BEVERARA;VIA DELLA BEVERARA;13798;14510;1997-06-17;46.0;;;;;153;;155;;44.52338678997791, 11.332216853879721;"{""coordinates"": [[11.332051339302533, 44.52322820608501], [11.332229823834446, 44.52337690075764], [11.33231933858811, 44.523503772284734], [11.332349404509698, 44.52357193744858]], ""type"": ""LineString""}";759281
5970;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;VIA DEL TRIUMVIRATO;13743;13740;1997-05-12;31.0;82;;82;;;;;;44.52315001681915, 11.294240002722828;"{""coordinates"": [[11.294413379271855, 44.52308601720685], [11.294066626173802, 44.52321401643146]], ""type"": ""LineString""}";759273
5972;59350;VIA DEL TRIUMVIRATO;11;Borgo Panigale - Reno;VIA DEL TRIUMVIRATO;VIA DEL TRIUMVIRATO;13743;13756;1997-05-12;53.0;76;4;76;6;;;;;44.52287494998991, 11.294255823184816;"{""coordinates"": [[11.294413379271855, 44.52308601720685], [11.294098267097779, 44.52266388277297]], ""type"": ""LineString""}";759273
7119;5800;VIA BATTINDARNO;11;Borgo Panigale - Reno;VIA DELLA FERRIERA;VIA BATTINDARNO;14639;8797;1997-06-19;21.0;;;;;;;;;44.5061940198071, 11.30246597536351;"{""coordinates"": [[11.30236638786895, 44.50613500450107], [11.30256556285807, 44.50625303511312]], ""type"": ""LineString""}";758917
7799;4600;VIA SANTA BARBARA;15;Santo Stefano;VIA BELLACOSTA;VIA SANTA BARBARA;5772;15610;1997-11-24;183.0;12;;14;;9;;11;2;44.476910316381236, 11.356546456102778;"{""coordinates"": [[11.357645584838414, 44.47669443006731], [11.35737154352075, 44.476728231717956], [11.35697676248317, 44.476789354916406], [11.356751291350868, 44.476837168567656], [11.356509964128975, 44.47689902906696], [11.35598176267386, 44.47704921995985], [11.355659411465416, 44.47714021780354], [11.355564470771585, 44.47716375618699], [11.355458180033047, 44.4771777158488]], ""type"": ""LineString""}";760286
7805;30860;VIA GIORGIO LA PIRA;11;Borgo Panigale - Reno;VIA PIETRO NENNI;VIA GIORGIO LA PIRA;15622;15621;1997-11-25;75.0;;;;;;;;;44.49404935750784, 11.29363226958825;"{""coordinates"": [[11.29392384691205, 44.4937866777202], [11.293340692264445, 44.49431203729548]], ""type"": ""LineString""}";759681
7808;20800;VIA DELLA DOZZA;12;Navile;VIA DELLA DOZZA;VIA DELLA DOZZA;15627;15624;1997-11-25;132.0;;;;;7;13;11;;44.53043227147105, 11.361989638965287;"{""coordinates"": [[11.362815473242783, 44.53036461682396], [11.362548466548514, 44.53038772525846], [11.362033823146982, 44.53042651746784], [11.361847576394506, 44.53044092214885], [11.361685829808467, 44.53045306414547], [11.36136521469764, 44.530487838884774], [11.36116437201279, 44.53050606437706]], ""type"": ""LineString""}";759299
6831;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;13708;14435;1997-06-13;81.0;48;;62;;21;;43;;44.51152311211437, 11.283564143084138;"{""coordinates"": [[11.283358487907575, 44.511191146128716], [11.28373127888777, 44.51178743719693], [11.28373614738478, 44.511824133297836], [11.283742903028731, 44.51186501384961]], ""type"": ""LineString""}";759203
6832;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;14435;14434;1997-06-13;14.0;;;;;;;;;44.511925942523874, 11.28374698843863;"{""coordinates"": [[11.283742903028731, 44.51186501384961], [11.283751073848528, 44.51198687119815]], ""type"": ""LineString""}";759203
6833;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;14434;14436;1997-06-13;30.0;;;;;5;;5;A;44.51201304089221, 11.283567496100074;"{""coordinates"": [[11.283751073848528, 44.51198687119815], [11.283383918351623, 44.512039210586266]], ""type"": ""LineString""}";759203
7042;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA SAN DONATO;VIA SAN DONATO;14581;14582;1997-06-18;36.0;186;;188;2A;;;;;44.51790443321812, 11.395653131559584;"{""coordinates"": [[11.39579123463918, 44.51777789386417], [11.395515028479986, 44.51803097257208]], ""type"": ""LineString""}";760249
7045;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA SAN DONATO;VIA SAN DONATO;14583;14584;1997-06-18;111.0;;;;;99;;107;;44.50535769703666, 11.372933383393873;"{""coordinates"": [[11.372383325175479, 44.505592907365795], [11.37248583868618, 44.50552996446937], [11.37278684979992, 44.505448086399994], [11.373012959258995, 44.50539007299714], [11.373107916265221, 44.50536134333638], [11.373141832377424, 44.50534152579638], [11.373164987142951, 44.50532002342691], [11.373200637858234, 44.5052772402702], [11.373370293185845, 44.50498324520117]], ""type"": ""LineString""}";760249
7046;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA SAN DONATO;VIA ENRICO FERRI;10584;14585;1997-06-18;11.0;;;;;;;;;44.5061392821718, 11.373760632175188;"{""coordinates"": [[11.373819666755256, 44.50616505775182], [11.373701597595119, 44.50611350659178]], ""type"": ""LineString""}";760249
7047;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA GIOVANNI BERTINI;VIA SAN DONATO;10585;14585;1997-06-18;64.0;122;;124;H;113;;113;2A;44.50597678969886, 11.373348460073425;"{""coordinates"": [[11.373701597595119, 44.50611350659178], [11.372995322551727, 44.50584007280594]], ""type"": ""LineString""}";760249
7048;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA SAN DONATO;VIA SAN DONATO;14585;14586;1997-06-18;77.0;;;;;115;;125;2;44.505783419134666, 11.373805291470113;"{""coordinates"": [[11.373701597595119, 44.50611350659178], [11.373914754800484, 44.50562993036887], [11.373683313270904, 44.50555383717471]], ""type"": ""LineString""}";760249
7049;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA SAN DONATO;VIA SAN DONATO;14579;14587;1997-06-18;11.0;;;;;;;;;44.506258143022066, 11.374032276673454;"{""coordinates"": [[11.374092167103527, 44.50628624582977], [11.373972386243379, 44.50623004021437]], ""type"": ""LineString""}";760249
7052;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA SAN DONATO;VIA VIADAGOLA;10993;14589;1997-06-18;402.0;190;;194;B;197;;201;3;44.51888817603095, 11.397977643423948;"{""coordinates"": [[11.40008249008669, 44.519874429825315], [11.399985124464857, 44.51984200623533], [11.39988350320192, 44.51980124565135], [11.399570719130711, 44.51966838981329], [11.39940273391955, 44.51959326573178], [11.39903357051793, 44.51942584438041], [11.398638768656761, 44.51924287302771], [11.397571749526549, 44.51869148522397], [11.397074094685909, 44.51843738795489], [11.396637631497157, 44.51821237835478], [11.396012754831741, 44.517901953764735], [11.395901972354595, 44.51783892055431]], ""type"": ""LineString""}";760249
7285;13600;VIA DEI CARRETTIERI;13;Porto - Saragozza;VIA DEI CARRETTIERI;VIA DEI CARRETTIERI;14754;14755;1997-06-23;27.0;16;;36;;;;;;44.49244408426828, 11.304184767588051;"{""coordinates"": [[11.304305212892704, 44.49247384244204], [11.304168143175493, 44.492481407574694], [11.304139663310757, 44.49243881499231], [11.30411904084762, 44.49234090492873]], ""type"": ""LineString""}";759101
6391;12450;VIA ANTONIO CANOVA;14;San Donato - San Vitale;VIA ANTONIO CANOVA;VIA ANTONIO CANOVA;14076;14079;1997-06-04;46.0;16;2;16;20A;;;;;44.48621112853343, 11.400197455340802;"{""coordinates"": [[11.400084195840662, 44.486021511782255], [11.400310714840941, 44.48640074528459]], ""type"": ""LineString""}";758833
6394;24850;VIA DI GAIBOLA;15;Santo Stefano;VIA DI GAIBOLA;VIA DI GAIBOLA;14080;14081;1997-06-04;111.0;26;10;26;9;;;;;44.46710479860418, 11.321048273218723;"{""coordinates"": [[11.320361582471469, 44.46704281879072], [11.32054145063302, 44.46703565160139], [11.320728688548149, 44.467047581915246], [11.320842625793937, 44.467058364404934], [11.320923756267144, 44.46707245155067], [11.32105703510104, 44.46710907423375], [11.321278248464305, 44.46714652848201], [11.321734142046923, 44.4671923173948]], ""type"": ""LineString""}";759399
6879;28900;VIA DEL GRETO;11;Borgo Panigale - Reno;VIA DEL GRETO;VIA DEL GRETO;14465;14467;1997-06-16;29.0;14;;22;;;;;;44.509971668344164, 11.288046150192718;"{""coordinates"": [[11.287883352906876, 44.509915100237585], [11.28820894747856, 44.510028236450744]], ""type"": ""LineString""}";759216
6880;28900;VIA DEL GRETO;11;Borgo Panigale - Reno;VIA DEL GRETO;VIA DEL GRETO;14462;14468;1997-06-16;67.0;6;;10;;3;;11;;44.510818966496544, 11.28800241574596;"{""coordinates"": [[11.287824102681489, 44.5105478359937], [11.288180728810435, 44.51109009699939]], ""type"": ""LineString""}";759216
7121;5800;VIA BATTINDARNO;11;Borgo Panigale - Reno;VIA GIOVANNI SEGANTINI;VIA BATTINDARNO;8672;14641;1997-06-19;43.0;150;;152;2A;69;2;85;4;44.50426805611863, 11.30042404979139;"{""coordinates"": [[11.300547952645479, 44.504441793706604], [11.300300146937301, 44.504094318530655]], ""type"": ""LineString""}";758917
7123;5800;VIA BATTINDARNO;11;Borgo Panigale - Reno;VIA BATTINDARNO;VIA BATTINDARNO;14641;14642;1997-06-19;42.0;154;;166;;;;;;44.504013006016315, 11.300539872899407;"{""coordinates"": [[11.300300146937301, 44.504094318530655], [11.30077959886151, 44.503931693501976]], ""type"": ""LineString""}";758917
3867;59600;VIA DEL TUSCOLANO;12;Navile;VIA GIUSEPPE BRINI;VIA LUCIANO MANARA;10635;11109;1991-10-21;50.0;36;A;36;A;17;;17;A;44.53617886481799, 11.360007059578734;"{""coordinates"": [[11.359861132748323, 44.53598098587953], [11.360152986409146, 44.53637674375645]], ""type"": ""LineString""}";759274
3868;17950;VIA DI CORTICELLA;12;Navile;VIA RENATO TEGA;VIA GAETANO PILATI;11112;11098;1991-10-21;40.0;190;3A;190;3A;217;;217;;44.53720853941587, 11.356021949610824;"{""coordinates"": [[11.356109749718284, 44.53737593424963], [11.355934149503366, 44.53704114458211]], ""type"": ""LineString""}";759397
5059;21600;VIA PAOLO FABBRI;14;San Donato - San Vitale;VIA FRANCESCO SABATUCCI;VIA ILIO BARONTINI;10468;13032;1991-10-21;254.0;110;;110;B;107;;131;;44.500376901115956, 11.360948084461109;"{""coordinates"": [[11.362039289152927, 44.50000108154115], [11.362027850000832, 44.50004922094058], [11.36200588549313, 44.50008560470193], [11.361651678197239, 44.500349047549555], [11.361570882524964, 44.50040475252191], [11.36151604432065, 44.50044911735768], [11.361377511323731, 44.50057085315351], [11.361205845210444, 44.50067920310879], [11.361159324538322, 44.500695928872105], [11.361115413295655, 44.50069908777952], [11.360871424952183, 44.500656843624846], [11.360566622396494, 44.50058884882259], [11.360524841351934, 44.50056718836732], [11.360358269713405, 44.50038391933671], [11.360202779608528, 44.500179111842236], [11.360047010145092, 44.49998730062038], [11.359914884281675, 44.49983244210084]], ""type"": ""LineString""}";760097
6738;42050;VIA OLMETOLA;11;Borgo Panigale - Reno;VIA OLMETOLA;VIA RONDELLA;14362;8445;1997-06-12;317.0;12;;14;3;11;;15;3D;44.50453802731151, 11.263980319970997;"{""coordinates"": [[11.265805281994359, 44.50397394291446], [11.265532595001796, 44.504057749379086], [11.265145659447105, 44.504152617725104], [11.264925632857457, 44.50421605828311], [11.264682460807379, 44.504297728678175], [11.264285566954443, 44.50443827269583], [11.263749000527644, 44.504616245066636], [11.263507683324068, 44.504694896318355], [11.263089520603536, 44.50482982615651], [11.262670876461655, 44.504952691542385], [11.262352674812059, 44.50505849456409], [11.26222198230989, 44.505110832786535], [11.26216740322069, 44.50513859799628]], ""type"": ""LineString""}";760067
7010;38300;VIA MICHELINO;14;San Donato - San Vitale;VIA MICHELINO;VIA MICHELINO;14561;14562;1997-06-17;41.0;;;;;21;;21;;44.50582728408574, 11.36962024894781;"{""coordinates"": [[11.369454469046213, 44.50596724485176], [11.369786028849402, 44.50568732331973]], ""type"": ""LineString""}";760017
5848;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;13637;13638;1997-05-05;182.0;;;;;329;4;331;;44.529412014048084, 11.315474966714591;"{""coordinates"": [[11.314338567156087, 44.52948568882738], [11.314587440540526, 44.529460657269546], [11.314900283095923, 44.529420680111336], [11.31508467828095, 44.529402212479106], [11.315319579417537, 44.529397448328695], [11.315557493913262, 44.52939472916426], [11.315881148655267, 44.5294049712334], [11.316219158282868, 44.5294065217467], [11.316333487065698, 44.52939999772217], [11.316534762267732, 44.529362270884754], [11.316610771808485, 44.52935232000899]], ""type"": ""LineString""}";759601
5858;17400;VIA CRISTOFORO COLOMBO;12;Navile;VIA CRISTOFORO COLOMBO;VIA GIUSEPPE MENGONI;11043;13644;1997-05-05;154.0;70;;76;;99;;121;;44.547948957045996, 11.349312654639581;"{""coordinates"": [[11.34903538578712, 44.547279258145224], [11.34912243715493, 44.54748537979696], [11.34922928012647, 44.547770667281775], [11.349345405234873, 44.54807823389023], [11.34939266914216, 44.54820314327604], [11.349412464678473, 44.54824863066265], [11.349450665506666, 44.548304749301636], [11.349540489000061, 44.548431411384186], [11.34965272764633, 44.5485841784203]], ""type"": ""LineString""}";759085
5740;90020;AUTOSTRADA A-14 (RN-BO);11;Borgo Panigale - Reno;AUTOSTRADA A-14 (RN-BO);AUTOSTRADA A-14 (RN-BO);13499;13495;1996-03-12;449.0;;;;;;;;;44.52412919992463, 11.243518474666576;"{""coordinates"": [[11.246045213589689, 44.52503335618779], [11.242640913808222, 44.52381509813203], [11.241529010569222, 44.52341787618176], [11.240992086835778, 44.52322406857142]], ""type"": ""LineString""}";
7089;1800;VIA ARGENTINA ALTOBELLI;11;Borgo Panigale - Reno;VIA ARGENTINA ALTOBELLI;VIA ARGENTINA ALTOBELLI;14617;14618;1997-06-19;39.0;28;;28;;;;;;44.49937047333002, 11.288599142152187;"{""coordinates"": [[11.288375616545071, 44.49944061940646], [11.2888226677593, 44.499300327253586]], ""type"": ""LineString""}";758863
7090;27900;VIA ENIO GNUDI;11;Borgo Panigale - Reno;VIA GIOTTO;VIA ENIO GNUDI;4401;14619;1997-06-19;33.0;;;;;;;;;44.498042902998534, 11.289477304632394;"{""coordinates"": [[11.289667404801198, 44.497988212306986], [11.289287204463585, 44.498097593690076]], ""type"": ""LineString""}";759487
6576;62300;VIA DEL VIVAIO;11;Borgo Panigale - Reno;VIA DEL VIVAIO;VIA DEL VIVAIO;14238;14241;1997-06-06;46.0;8;10;8;12;;;;;44.53881386064145, 11.254079442963699;"{""coordinates"": [[11.254326166078984, 44.53871398020288], [11.254228118474241, 44.538753267900944], [11.254015742658076, 44.538833343838164], [11.253913162712875, 44.53888207439051], [11.253843331018597, 44.53893365127304]], ""type"": ""LineString""}";759276
