CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
6684;17950;VIA DI CORTICELLA;12;Navile;VIA DI CORTICELLA;VIA DI CORTICELLA;10731;14321;1997-06-11;78.0;;;;;179;;181;4;44.52914907253334, 11.35193635768886;"{""coordinates"": [[11.3515142977874, 44.529326732645785], [11.352358417590322, 44.5289714124209]], ""type"": ""LineString""}";759397
805;43350;VIA PAGLIETTA;15;Santo Stefano;VIA SOLFERINO;VIA MIRASOLE;5980;5983;1991-10-21;92.0;2;;6;B;1;;13;A;44.487883657394704, 11.340581517645616;"{""coordinates"": [[11.340688913015969, 44.488286897649004], [11.340677814652985, 44.48824337261438], [11.340653062579248, 44.488157833356745], [11.340647514664656, 44.48811630111685], [11.34063145886221, 44.4880541703363], [11.340561412791043, 44.48785435357225], [11.340530848007095, 44.48772033746301], [11.340502032764576, 44.48753354827681], [11.34050163753004, 44.48747526458415]], ""type"": ""LineString""}";760085
807;59300;PIAZZA DEI TRIBUNALI;15;Santo Stefano;VIA VASCELLI;VIA DELLE TOVAGLIE;5993;5992;1993-04-27;55.0;4;;4;;;;;;44.488416371446476, 11.343271356987234;"{""coordinates"": [[11.342946877059347, 44.48849660132011], [11.34359583691512, 44.48833614157285]], ""type"": ""LineString""}";759173
812;38850;VIA MIRAMONTE;15;Santo Stefano;VIA SOLFERINO;VIA MIRASOLE;5984;5982;1991-10-21;74.0;2;;6;;1;;7;2A;44.48751978087616, 11.342397031334613;"{""coordinates"": [[11.342261743736794, 44.487202224317834], [11.342400997337295, 44.48752663826902], [11.342515170901732, 44.487798172313475], [11.342521533041248, 44.487840533998714]], ""type"": ""LineString""}";760022
814;20250;VIALE DODICI GIUGNO;15;Santo Stefano;VIA VASCELLI;VIA ALFONSO RUBBIANI;5985;13186;1991-10-21;102.0;2;;2;2F;1;;5;;44.48769272290946, 11.344344392924759;"{""coordinates"": [[11.344013975177516, 44.488077599393385], [11.34413119684009, 44.48793885706221], [11.344211177435138, 44.487875681924635], [11.34426073874825, 44.487825437968034], [11.344483002518079, 44.48753783182219], [11.34463411024451, 44.48727629983546]], ""type"": ""LineString""}";760456
1530;13150;VIALE GIOSUE' CARDUCCI;15;Santo Stefano;VIALE GIOSUE' CARDUCCI;VIA DANTE;6357;6358;1991-10-21;127.0;24;;30;;;;;;44.4879586209442, 11.357846747469527;"{""coordinates"": [[11.357778749742224, 44.48853009653272], [11.35791474519683, 44.48738714535567]], ""type"": ""LineString""}";759687
8616;1350;VIALE ANTONIO ALDINI;15;Santo Stefano;VIALE ANTONIO ALDINI;VIA GIUSEPPE CESARE GUALANDI;5928;16519;1998-08-04;58.0;142;;142;A;;;;;44.48819820851614, 11.334632893314552;"{""coordinates"": [[11.3343152357166, 44.48832265707831], [11.334950550912506, 44.48807375995396]], ""type"": ""LineString""}";758828
8617;1350;VIALE ANTONIO ALDINI;15;Santo Stefano;VIA FRANCESCO PETRARCA;VIALE ANTONIO ALDINI;16519;5920;1998-08-04;47.0;124;;124;3;;;;;44.48796950709419, 11.33520967783269;"{""coordinates"": [[11.334950550912506, 44.48807375995396], [11.335468804752875, 44.487865254234414]], ""type"": ""LineString""}";758828
8618;1350;VIALE ANTONIO ALDINI;15;Santo Stefano;VIALE ANTONIO ALDINI;VIALE ANTONIO ALDINI;16519;16520;1998-08-04;93.0;126;;140;;;;;;44.48769708578628, 11.334695300763213;"{""coordinates"": [[11.334950550912506, 44.48807375995396], [11.334440050613924, 44.48732041161859]], ""type"": ""LineString""}";758828
6696;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;14330;14331;1997-06-11;108.0;56;;58;A;;;;;44.514818411650374, 11.325139055585765;"{""coordinates"": [[11.325505507045815, 44.51522498430025], [11.324772604125714, 44.5144118390005]], ""type"": ""LineString""}";759601
6517;23450;VIA DELLE FONTI;12;Navile;VIA DEL SOLE;VIA DELLE FONTI;15089;11050;1997-06-06;61.0;;;;;41;3;45;B;44.5472441863939, 11.35428500692826;"{""coordinates"": [[11.35438160955491, 44.54751125664722], [11.35418840430161, 44.54697711614057]], ""type"": ""LineString""}";759353
4303;14850;VIA ALFREDO CATALANI;15;Santo Stefano;VIA AUGUSTO ROMAGNOLI;VIA STEFANO GOBATTI;5858;5861;1991-10-21;67.0;2;;4;;1;;1;A;44.47547610935753, 11.369439335723737;"{""coordinates"": [[11.369092146705622, 44.47564387281334], [11.369786524741851, 44.475308345901716]], ""type"": ""LineString""}";758780
6567;57050;VIA ALESSANDRO TASSONI;11;Borgo Panigale - Reno;VIA ALESSANDRO TASSONI;VIA ALESSANDRO TASSONI;14232;14235;1997-06-06;78.0;;;;;;;;;44.534895764391024, 11.242064770270375;"{""coordinates"": [[11.241898920279143, 44.5345639795149], [11.24208380204798, 44.53496665125695], [11.24218563490102, 44.53509246026417], [11.242247921624843, 44.53521728144396]], ""type"": ""LineString""}";758765
6569;57050;VIA ALESSANDRO TASSONI;11;Borgo Panigale - Reno;VIA ALESSANDRO TASSONI;VIA ALESSANDRO TASSONI;14232;14234;1997-06-06;157.0;12;;20;;;;;;44.534907802915264, 11.24104350736723;"{""coordinates"": [[11.241898920279143, 44.5345639795149], [11.241733775956947, 44.53462660339247], [11.24037988343728, 44.53517285389213], [11.240318843886982, 44.53520709113168], [11.240211295525832, 44.53529344749212]], ""type"": ""LineString""}";758765
6571;62300;VIA DEL VIVAIO;11;Borgo Panigale - Reno;VIA DEL VIVAIO;VIA DI MEZZO;8464;14238;1997-06-06;23.0;;;;;;;;;44.5388036141419, 11.254398182437678;"{""coordinates"": [[11.254470198796374, 44.53889324808092], [11.254326166078984, 44.53871398020288]], ""type"": ""LineString""}";759276
6685;17950;VIA DI CORTICELLA;12;Navile;VIA ALESSANDRO STOPPATO;VIA GENUZIO BENTINI;14322;14324;1997-06-11;32.0;;;;;259;;259;;44.54122201492435, 11.356159694808575;"{""coordinates"": [[11.356141374541691, 44.54136334554736], [11.35617801507546, 44.54108068430134]], ""type"": ""LineString""}";759397
6686;17950;VIA DI CORTICELLA;12;Navile;VIA DON GIOVANNI FRANCESCO FIAMMELLI;VIA ALESSANDRO STOPPATO;11110;14324;1997-06-11;256.0;190;8;194;B;229;3;257;;44.539931765845864, 11.356322810491253;"{""coordinates"": [[11.35617801507546, 44.54108068430134], [11.356179387583536, 44.541052622119125], [11.3563949568952, 44.539372550803535], [11.35646745957711, 44.53878274816357]], ""type"": ""LineString""}";759397
6687;17950;VIA DI CORTICELLA;12;Navile;VIA GENUZIO BENTINI;VIA DI CORTICELLA;14322;14325;1997-06-11;133.0;196;;206;;;;;;44.541375704477375, 11.355373848644598;"{""coordinates"": [[11.356141374541691, 44.54136334554736], [11.356028293807963, 44.54136820025829], [11.355967868733458, 44.5413618582704], [11.355585986637188, 44.54136973934856], [11.355469907715698, 44.54138733092562], [11.355380926662791, 44.54146256455017], [11.355045337334133, 44.54130244682095], [11.354626004906038, 44.54143512505414]], ""type"": ""LineString""}";759397
6692;17950;VIA DI CORTICELLA;12;Navile;VIA DI CORTICELLA;VIA DI CORTICELLA;14326;14328;1997-06-11;27.0;208;;208;2B;;;;;44.54171935574338, 11.355755292926645;"{""coordinates"": [[11.355901458372093, 44.541780567771106], [11.355609127481197, 44.541658143715665]], ""type"": ""LineString""}";759397
6693;17950;VIA DI CORTICELLA;12;Navile;VIA DI CORTICELLA;VIA DI CORTICELLA;14327;14329;1997-06-11;46.0;210;;212;2;;;;;44.54178947656248, 11.355630187892526;"{""coordinates"": [[11.355861450474713, 44.541883419035855], [11.355843209597047, 44.54186810410011], [11.355536413248538, 44.54172005113802], [11.35540571044225, 44.54181387167759]], ""type"": ""LineString""}";759397
7107;20080;VIA QUIRINO DI MARZIO;11;Borgo Panigale - Reno;VIA QUIRINO DI MARZIO;VIA QUIRINO DI MARZIO;14629;14630;1997-06-19;33.0;2;;20;;;;;;44.501066098975905, 11.294290183493155;"{""coordinates"": [[11.294496109585282, 44.50104032710012], [11.294084257401028, 44.501091870851674]], ""type"": ""LineString""}";760191
7073;24900;VIA GALEAZZA;11;Borgo Panigale - Reno;VIA GALEAZZA;VIA GALEAZZA;8450;14603;1997-06-18;88.0;30;;44;;;;;;44.503616596780674, 11.275946758013607;"{""coordinates"": [[11.275435215623627, 44.50377040006977], [11.276458300403585, 44.50346279349158]], ""type"": ""LineString""}";759628
4455;17980;VIA ALESSANDRO CORTICELLI;16;Savena;VIA GIUSEPPE CESARE ABBA;VIA FRANCESCO NULLO;5703;5704;1991-10-21;69.0;;;;;19;;33;;44.462260574302185, 11.377102782332063;"{""coordinates"": [[11.377445208369616, 44.4620652824897], [11.377350340194136, 44.462131897072815], [11.377243217734089, 44.46219702026293], [11.377090365559534, 44.46227706768813], [11.376917794668374, 44.462352285967775], [11.376746637589628, 44.46243106659577]], ""type"": ""LineString""}";758756
4458;5650;VIA DELLA BATTAGLIA;16;Savena;VIA ARGONNE;VIA GIUSEPPE BORGATTI;6652;6667;1991-10-21;85.0;;;;;11;2;11;2;44.468038505063525, 11.380661871717138;"{""coordinates"": [[11.380400814747954, 44.4677050111655], [11.380521291293379, 44.46785712775795], [11.380694576986343, 44.468078957449535], [11.380920679535912, 44.4683737497746]], ""type"": ""LineString""}";759279
6043;23050;VIA ARISTOTILE FIORAVANTI;12;Navile;VIA DEL BATTIFERRO;VIA ARISTOTILE FIORAVANTI;13815;10420;1997-05-14;69.0;68;;68;2;95;;99;B;44.51559415285052, 11.34231882731959;"{""coordinates"": [[11.342346825658938, 44.515905783876754], [11.342327595581866, 44.51563287885558], [11.342281519045088, 44.51528346279342]], ""type"": ""LineString""}";758870
6045;21450;VIA ERBOSA;12;Navile;VIA FRATELLI CERVI;VIA ERBOSA;10658;13820;1997-05-14;50.0;;;;;9;4;9;4;44.520779846180396, 11.340069753160074;"{""coordinates"": [[11.34012063829359, 44.520557985855355], [11.340063116182579, 44.520807662436916], [11.340019426994957, 44.52100183377878]], ""type"": ""LineString""}";759500
5895;55180;VIA ARTURO SOLARI;12;Navile;VIA ARTURO SOLARI;VIA ARTURO SOLARI;13673;13671;1997-05-06;40.0;;;;;21;;29;F;44.54142723492579, 11.358780000397541;"{""coordinates"": [[11.358536270645285, 44.54147894937996], [11.359023730149795, 44.54137552047163]], ""type"": ""LineString""}";758879
5897;20800;VIA DELLA DOZZA;12;Navile;VIA FERRARESE;VIA DELLA DOZZA;10802;15612;1997-05-06;57.0;4;;4;B;1;;1;D;44.529433629803414, 11.366506051100538;"{""coordinates"": [[11.366858011994761, 44.529405461756376], [11.36658053366208, 44.52941473479535], [11.36615613202258, 44.529482922473285]], ""type"": ""LineString""}";759299
5907;50200;VIA RIGOSA;11;Borgo Panigale - Reno;VIA RIGOSA;VIA OLMETOLA;13680;15902;1997-05-06;202.0;;;;;13;;19;;44.51127890052427, 11.237356040947274;"{""coordinates"": [[11.236744910452215, 44.51047549285213], [11.236744987125892, 44.51052878659616], [11.236773708838871, 44.51058432788795], [11.236806603558453, 44.5106387791183], [11.236839447557788, 44.51069223204667], [11.23689657503283, 44.51075822686474], [11.237071564305468, 44.510942609592504], [11.237280519843626, 44.51115055230695], [11.237372089717796, 44.511253862736915], [11.237528386884035, 44.511499720562284], [11.237679402640516, 44.51174199963474], [11.237722293421852, 44.51178540655076], [11.237844061509682, 44.51186968737362], [11.237978844480127, 44.511957394972505], [11.238031339207321, 44.5119821762229], [11.23806515841833, 44.51199073184004]], ""type"": ""LineString""}";760210
7206;7550;VIA BERRETTA ROSSA;11;Borgo Panigale - Reno;VIA BERRETTA ROSSA;VIA BERRETTA ROSSA;14701;13880;1997-06-23;53.0;24;2;24;2;;;;;44.50471373478781, 11.30744449510535;"{""coordinates"": [[11.307591617744983, 44.50492797059311], [11.307297372465719, 44.504499498982526]], ""type"": ""LineString""}";758940
8621;1350;VIALE ANTONIO ALDINI;15;Santo Stefano;VIALE ANTONIO ALDINI;VIALE ANTONIO ALDINI;16521;16522;1998-08-04;98.0;200;;218;;;;;;44.48878054546789, 11.331853912567952;"{""coordinates"": [[11.332130870807132, 44.489171667349716], [11.33206031626736, 44.48906912877976], [11.331798579512094, 44.48870704364969], [11.331648711486928, 44.48849071164813], [11.331583209997056, 44.488385224741336]], ""type"": ""LineString""}";758828
8917;51800;VIA ALFONSO RUBBIANI;15;Santo Stefano;VIA DEL CESTELLO;VIA ARIENTI;16776;16787;2000-01-19;22.0;2;;2;B;;;;;44.48782026734772, 11.34527486749328;"{""coordinates"": [[11.345192129006755, 44.48774075030366], [11.345357605979807, 44.487899784391786]], ""type"": ""LineString""}";758773
8918;16150;VIA DEL CESTELLO;15;Santo Stefano;VIA CASTIGLIONE;VIA ALFONSO RUBBIANI;16787;5943;2000-01-19;201.0;2;;20;A;1;;25;;44.48798144911848, 11.346615388301114;"{""coordinates"": [[11.345357605979807, 44.487899784391786], [11.345431490803058, 44.48792173612212], [11.345878679961087, 44.48794288593972], [11.34630050942599, 44.487953842159556], [11.346860429944131, 44.48798873163411], [11.347493202525412, 44.48803640734465], [11.347874729889515, 44.48806938762187]], ""type"": ""LineString""}";759198
6734;42050;VIA OLMETOLA;11;Borgo Panigale - Reno;VIA OLMETOLA;VIA RIGOSA;8426;14360;1997-06-12;184.0;80;6;84;2;45;;45;;44.51122792114949, 11.239585992978991;"{""coordinates"": [[11.238687433633464, 44.51175357418441], [11.238881111583185, 44.51165276419055], [11.239075106490727, 44.51152773072661], [11.239209080883851, 44.51142812717982], [11.23929682182305, 44.511360129163265], [11.239431426679689, 44.511276672606776], [11.239645565140933, 44.51117044550218], [11.240105399731975, 44.51094502830837], [11.240442166476976, 44.51077354635532], [11.240506067617082, 44.51073846955665]], ""type"": ""LineString""}";760067
6737;42050;VIA OLMETOLA;11;Borgo Panigale - Reno;VIA CASTELDEBOLE;VIA OLMETOLA;8446;14362;1997-06-12;397.0;2;;8;;1;;5;5;44.50320351103554, 11.268052978103992;"{""coordinates"": [[11.27031758054191, 44.50248615622136], [11.270209649053454, 44.50253602536248], [11.269668514776772, 44.50273540755651], [11.26945879715616, 44.50281398330115], [11.269348864338374, 44.50284732666197], [11.269219733245352, 44.50288450853356], [11.268939334289787, 44.502948913838694], [11.268637109449006, 44.50301202370456], [11.268373414835715, 44.50307091916813], [11.26800241205636, 44.50316828042114], [11.26759113440641, 44.50328720043668], [11.267364145079735, 44.50335746392484], [11.267114735571678, 44.503452956324914], [11.266712039201288, 44.50362653746937], [11.266640914352038, 44.50366255562727], [11.266037760532384, 44.503882264462], [11.265805281994359, 44.50397394291446]], ""type"": ""LineString""}";760067
8318;48600;VIA VITTORIO PUTTI;15;Santo Stefano;VIA LUCA GHINI;VIA VITTORIO PUTTI;16311;5956;1998-06-17;31.0;20;;20;;5;;5;;44.48050007088412, 11.347713281227321;"{""coordinates"": [[11.347524438917837, 44.48053830284933], [11.347633573947734, 44.48051636979962], [11.34781545673638, 44.48047980566567], [11.347901743743225, 44.48046007077287]], ""type"": ""LineString""}";760445
8319;48600;VIA VITTORIO PUTTI;15;Santo Stefano;VIA VITTORIO PUTTI;VIA VITTORIO PUTTI;16311;16312;1998-06-17;39.0;22;;28;;;;;;44.48036834359414, 11.347464207277755;"{""coordinates"": [[11.347524438917837, 44.48053830284933], [11.347506236218802, 44.48048452652384], [11.347455233452738, 44.480339715184286], [11.347400820568653, 44.480199538261935]], ""type"": ""LineString""}";760445
7761;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA DE' CARRACCI;15572;10156;1997-11-19;153.0;28;;28;A;;;;;44.508486994429134, 11.329593294905678;"{""coordinates"": [[11.329947617349744, 44.50784638794488], [11.32923897246161, 44.5091276009134]], ""type"": ""LineString""}";759601
7770;15900;VIA DELLA CERTOSA;11;Borgo Panigale - Reno;VIA DELLA CERTOSA;VIA VALDOSSOLA;4617;15580;1997-11-19;8.0;16;;16;;;;;;44.49565073758136, 11.310593862763458;"{""coordinates"": [[11.310589455355885, 44.495687057701204], [11.310598270171031, 44.4956144174615]], ""type"": ""LineString""}";759291
6628;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;14277;14280;1997-06-10;57.0;502;2;502;8;;;;;44.53375584393017, 11.315538112133506;"{""coordinates"": [[11.315638624643963, 44.534004255627515], [11.315437599623047, 44.53350743223283]], ""type"": ""LineString""}";759601
6630;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;14275;14281;1997-06-10;158.0;;;;;391;;391;22;44.532525041318834, 11.316057986552838;"{""coordinates"": [[11.315109822554943, 44.532731435744765], [11.31581332268188, 44.53257627636945], [11.317006816924437, 44.53232171890366]], ""type"": ""LineString""}";759601
6339;60450;VIA LODOVICO VARTHEMA;15;Santo Stefano;VIA AUGUSTO MURRI;VIA LODOVICO VARTHEMA;5842;14045;1997-05-29;86.0;2;;8;;1;;3;;44.4773433325648, 11.365657302291131;"{""coordinates"": [[11.365960218729796, 44.477660044174414], [11.365909552670514, 44.477635337825404], [11.365836388959208, 44.47758194728946], [11.365767671967744, 44.47749796372774], [11.365669882130774, 44.477327149328325], [11.365590409736882, 44.47722623858478], [11.36555620641395, 44.477185121270985], [11.365500477783076, 44.477141542157064], [11.36541321325972, 44.4770904781312], [11.36533210796064, 44.47705149394724]], ""type"": ""LineString""}";759895
6722;28350;VIA DEL GOMITO;12;Navile;ROTONDA VIGILI DEL FUOCO;VIA DEL GOMITO;10801;14350;1997-06-11;120.0;2;;20;2;;;;;44.533912965254366, 11.368601590150957;"{""coordinates"": [[11.369162744370886, 44.5335561531245], [11.368746610514323, 44.53381519450603], [11.368469393148285, 44.533993102121194], [11.368313083954318, 44.534095463078614], [11.368050674793666, 44.53428508981749]], ""type"": ""LineString""}";759215
8929;33400;PIAZZA DI PORTA MAGGIORE;15;Santo Stefano;VIALE GIAMBATTISTA ERCOLANI;PIAZZA DI PORTA MAGGIORE;16760;16782;2000-01-19;31.0;;;;;;;;;44.49004240542044, 11.357423498551094;"{""coordinates"": [[11.357407922568258, 44.4901811148785], [11.35743907453393, 44.489903695962376]], ""type"": ""LineString""}";759410
8930;33400;PIAZZA DI PORTA MAGGIORE;15;Santo Stefano;PIAZZA DI PORTA MAGGIORE;VIALE GIOSUE' CARDUCCI;16782;16765;2000-01-19;38.0;;;;;;;;;44.48973474189718, 11.357452054297697;"{""coordinates"": [[11.35743907453393, 44.489903695962376], [11.357465034061464, 44.48956578783198]], ""type"": ""LineString""}";759410
7223;44650;VIA PASUBIO;13;Porto - Saragozza;VIA PASUBIO;VIA PASUBIO;14712;14713;1997-06-23;64.0;82;;84;M;;;;;44.49993426959837, 11.312165643720885;"{""coordinates"": [[11.312322450192589, 44.50019717382753], [11.312008837249182, 44.49967136536922]], ""type"": ""LineString""}";760111
7227;57650;VIA DEL TIMAVO;13;Porto - Saragozza;VIA COL DI LANA;VIA DEL TIMAVO;8816;14716;1997-06-23;24.0;;;;;5;;7;H;44.50130908831514, 11.318342256820266;"{""coordinates"": [[11.318480100163963, 44.50126345461694], [11.318204413476566, 44.50135472201333]], ""type"": ""LineString""}";759267
7228;17050;VIA COL DI LANA;13;Porto - Saragozza;VIA COL DI LANA;VIA VITTORIO VENETO;8814;14717;1997-06-23;35.0;;;;;;;;;44.50026208864426, 11.321257443194323;"{""coordinates"": [[11.321061567279248, 44.50033263222187], [11.321453319109398, 44.50019154506666]], ""type"": ""LineString""}";759071
7230;17050;VIA COL DI LANA;13;Porto - Saragozza;VIA COL DI LANA;VIA COL DI LANA;14717;14718;1997-06-23;31.0;4;;6;E;;;;;44.50006928244274, 11.32136603640808;"{""coordinates"": [[11.321453319109398, 44.50019154506666], [11.321278753706759, 44.49994701981882]], ""type"": ""LineString""}";759071
4396;61000;PIAZZA GIUSEPPE VERDI;15;Santo Stefano;LARGO OTTORINO RESPIGHI;VIA LUIGI ZAMBONI;6281;6282;1991-10-21;50.0;;;;;1;;1;A;44.496279533654615, 11.35067409146823;"{""coordinates"": [[11.350951654545758, 44.49638721703848], [11.350758321367577, 44.496312200866335], [11.350396522894021, 44.49617186443926]], ""type"": ""LineString""}";759804
4400;8850;VICOLO BOLOGNETTI;15;Santo Stefano;VIA SAN VITALE;VIA BEGATTO;16560;16559;1993-04-06;276.0;2;;28;;1;;17;;44.493069667010374, 11.353783262110053;"{""coordinates"": [[11.354445712829872, 44.49407483978611], [11.354174904398937, 44.49332363174086], [11.354102241493246, 44.49314262083914], [11.354020386047074, 44.492952571801304], [11.35393849624654, 44.49281321696592], [11.353808485084542, 44.49261038681244], [11.353757756373044, 44.4925436973584], [11.353731281207095, 44.49253462849262], [11.3536953253387, 44.492535621935154], [11.35357280322036, 44.492577930546766], [11.353392716280414, 44.49265183653655], [11.35317743263262, 44.49275155800464], [11.353037663254648, 44.4928325545866], [11.352886439351451, 44.49291833339935], [11.352752813404257, 44.492997303458914]], ""type"": ""LineString""}";758946
5757;61250;VIA PAOLO VERONESE;11;Borgo Panigale - Reno;VIA TINTORETTO;VIA GIULIO MARCOVIGI;4459;13507;1996-09-23;89.0;;;;;5;;9;;44.497920053065506, 11.29697236055175;"{""coordinates"": [[11.296520863709373, 44.49811329404475], [11.2966132216055, 44.498109320400395], [11.296712342762499, 44.498091796759056], [11.296776396728193, 44.498065660900075], [11.29718563308448, 44.49779315559079], [11.297389972068173, 44.497642148261924]], ""type"": ""LineString""}";760101
5758;61250;VIA PAOLO VERONESE;11;Borgo Panigale - Reno;VIA GIULIO MARCOVIGI;VIA PIETRO NENNI;13507;4518;1996-09-23;83.0;;;;;;;;;44.49738839071059, 11.297776485583487;"{""coordinates"": [[11.297389972068173, 44.497642148261924], [11.298162999098803, 44.49713463315928]], ""type"": ""LineString""}";760101
5926;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;13708;13707;1997-05-06;26.0;;;;;;;;;44.511143256968765, 11.283506779739652;"{""coordinates"": [[11.283358487907575, 44.511191146128716], [11.283655071571728, 44.511095367808814]], ""type"": ""LineString""}";759203
5927;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;13707;13706;1997-05-06;24.0;;;;;;;;;44.51105008469797, 11.283794129533593;"{""coordinates"": [[11.283655071571728, 44.511095367808814], [11.283933187495457, 44.51100480158713]], ""type"": ""LineString""}";759203
6407;2250;VIA DELL'ANGELO CUSTODE;16;Savena;VIA DEL PICCHIO;VIA DELL'ANGELO CUSTODE;5529;14090;1997-06-04;18.0;;;;;;;;;44.45968142921522, 11.366599142060887;"{""coordinates"": [[11.366641990311912, 44.459604075743925], [11.36659245828477, 44.45969692042442], [11.36655277644707, 44.45975668328224]], ""type"": ""LineString""}";759339
6408;2250;VIA DELL'ANGELO CUSTODE;16;Savena;VIA DELL'ANGELO CUSTODE;VIA DEL PICCHIO;14090;13053;1997-06-04;36.0;;;;;;;;;44.45991599125006, 11.36651590176558;"{""coordinates"": [[11.36655277644707, 44.45975668328224], [11.366549686521703, 44.45980152640787], [11.366483074487167, 44.46003005261432], [11.366473888541693, 44.46007459898632]], ""type"": ""LineString""}";759339
7204;18730;VIA GIOVANNI CROCIONI;11;Borgo Panigale - Reno;VIA GIOVANNI CROCIONI;VIA GIOVANNI CROCIONI;14699;14700;1997-06-23;36.0;;;;;5;;9;;44.49215156599099, 11.300047715904162;"{""coordinates"": [[11.300154237002266, 44.49200858771837], [11.299941194806053, 44.492294544263586]], ""type"": ""LineString""}";759710
8933;62100;PIAZZA DI PORTA SAN VITALE;15;Santo Stefano;VIALE QUIRICO FILOPANTI;PIAZZA DI PORTA SAN VITALE;16754;16783;2000-01-19;23.0;;;;;;;;;44.494167324582, 11.356952776986017;"{""coordinates"": [[11.356941670396923, 44.49426904902674], [11.356963883575107, 44.49406560013726]], ""type"": ""LineString""}";759418
8934;62100;PIAZZA DI PORTA SAN VITALE;15;Santo Stefano;PIAZZA DI PORTA SAN VITALE;VIALE GIAMBATTISTA ERCOLANI;16783;16759;2000-01-19;21.0;;;;;;;;;44.49397300627705, 11.356971842679142;"{""coordinates"": [[11.356963883575107, 44.49406560013726], [11.356979801783174, 44.49388041241684]], ""type"": ""LineString""}";759418
8935;62100;PIAZZA DI PORTA SAN VITALE;14;San Donato - San Vitale;VIALE GIAMBATTISTA ERCOLANI;VIALE GIAMBATTISTA ERCOLANI;6475;16759;2000-01-19;22.0;;;;;;;;;44.49393432065962, 11.357097699739574;"{""coordinates"": [[11.357215597695975, 44.4939882289024], [11.356979801783174, 44.49388041241684]], ""type"": ""LineString""}";759418
8844;46000;VIALE PIETRO PIETRAMELLARA;13;Porto - Saragozza;VIA PAOLO BOVI CAMPEGGI;VIA PAOLO BOVI CAMPEGGI;16732;16731;2000-01-13;20.0;;;;;;;;;44.50484671275058, 11.337607300459682;"{""coordinates"": [[11.337505088774394, 44.50479447079762], [11.33770951214497, 44.504898954703535]], ""type"": ""LineString""}";760161
8846;46000;VIALE PIETRO PIETRAMELLARA;13;Porto - Saragozza;VIA PAOLO BOVI CAMPEGGI;VIALE PIETRO PIETRAMELLARA;16731;16730;2000-01-13;16.0;;;;;;;;;44.504840545814616, 11.337772604129748;"{""coordinates"": [[11.33770951214497, 44.504898954703535], [11.337835696114526, 44.504782136925705]], ""type"": ""LineString""}";760161
8847;10000;VIA PAOLO BOVI CAMPEGGI;13;Porto - Saragozza;VIALE PIETRO PIETRAMELLARA;VIA PAOLO BOVI CAMPEGGI;16716;16729;2000-01-13;106.0;22;10;26;;;;;;44.50513480951044, 11.33760765127987;"{""coordinates"": [[11.338263323637129, 44.50517188622816], [11.338038688372816, 44.50515373783166], [11.337780734799443, 44.50510175547517], [11.337709787633107, 44.50509523212269], [11.337559630297054, 44.505109605272814], [11.337376817137999, 44.50513188494945], [11.33721834964992, 44.50514607670619], [11.336949785552928, 44.50516033456924]], ""type"": ""LineString""}";760093
6790;35100;VIA MARCO EMILIO LEPIDO;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA MARCO EMILIO LEPIDO;14404;14405;1997-06-12;30.0;;;;;61;;79;B;44.51778931285696, 11.274623825192833;"{""coordinates"": [[11.27454357292079, 44.51766856711803], [11.274704077464877, 44.51791005859589]], ""type"": ""LineString""}";759969
6791;35100;VIA MARCO EMILIO LEPIDO;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA TITO AZZOLINI;8460;14406;1997-06-12;38.0;66;5;66;5F;105;;105;;44.518022088077245, 11.273501219029463;"{""coordinates"": [[11.273287644110198, 44.51809752932704], [11.273714793948727, 44.517946646827454]], ""type"": ""LineString""}";759969
6796;8900;VIA RAFFAELE BOMBELLI;11;Borgo Panigale - Reno;VIA RAFFAELE BOMBELLI;VIA RAFFAELE BOMBELLI;14408;14409;1997-06-12;34.0;4;;26;;;;;;44.51803319904455, 11.275328642670134;"{""coordinates"": [[11.27552302076077, 44.517971501301915], [11.275134264579501, 44.518094896787176]], ""type"": ""LineString""}";760193
7291;18600;VIA DELLA CROCETTA;13;Porto - Saragozza;VIA ANDREA COSTA;VIA DELLA CROCETTA;14760;4678;1997-06-24;74.0;2;;4;C;1;;7;;44.49557002208518, 11.318502113828723;"{""coordinates"": [[11.318566744800748, 44.495900603257326], [11.318437482856698, 44.49523944091304]], ""type"": ""LineString""}";759297
